3207000	4.809203181
3210000	4.924566904
3451000	4.730560876
3487000	4.396558947
3961000	4.221770322
4085000	3.803288526
4343000	1.636827
4371000	1.632263
4385000	1.754247
4446000	6.82516
4450000	6.751893
4458000	1.794322
4473000	6.822684
4482000	2.132116
4494000	6.683289
4527000	5.84912
4528000	6.889568
4536000	6.451718
4548000	5.247692
4562000	6.66284
4564000	4.342265
4566000	6.730312
4581000	6.495273
4588000	2.565472
4591000	6.422065
4598000	6.405352
4599000	6.720997
4601000	2.220414
4610000	3.643062874
4616000	6.909447
4622000	3.44324
4627000	6.360779
4632000	6.775137
4643000	6.627793
4645000	6.72984
4655000	2.8496
4657000	6.839893
4659000	6.293433
4670000	6.254208
4671000	2.826754
4677000	6.729679
4685000	2.798115
4688000	2.905152
4701000	7.003643
4705000	3.018036
4706000	6.425029
4709000	6.503916
4712000	6.398205
4718000	6.377127
4719000	6.674126
4726000	6.378808
4732000	6.406161
4746000	6.445933
4755000	6.600296
4759000	6.183222
4765000	6.706298
4769000	6.262027
4772000	6.606515
4774000	6.442658
4777000	6.398422
4781000	6.678266
4782000	6.448942
4783000	2.652279
4787000	6.688148
4791000	6.355109
4796000	6.467356
4797000	6.596748
4799000	6.414607
4800000	6.636249
4804000	6.159959
4810000	6.565398
4815000	2.634949
4819000	6.347966
4823000	6.482946
4825000	6.999075
4833000	6.641862
4835000	3.11607
4837000	6.334477
4842000	5.978748
4851000	4.571594
4858000	3.625250551
4859000	6.421671
4865000	4.501245
4866000	6.266789
4868000	4.136275
4873000	5.844241
4874000	3.58988895
4882000	6.415815
4884000	5.381521
4892000	6.502898
4894000	6.064813
4898000	6.089188
4899000	5.864646
4910000	6.40895
4915000	6.52131
4924000	3.542276556
4935000	6.393542
4941000	4.681413
4952000	3.505402166
4960000	6.46499
4966000	3.216509246
4968000	6.303839
4979000	6.160627
4980000	6.36825
4982000	6.184961
4989000	6.309448
4991000	6.274227
4997000	6.330743
4999000	5.957882
5005000	7.131678
5012000	6.18415
5013000	6.02995
5015000	6.200016
5016000	3.446620266
5017000	5.972401
5020000	6.035855
5023000	6.432005
5026000	6.235529
5027000	2.665951158
5028000	5.967598
5033000	5.846828
5039000	6.165926
5043000	2.654370778
5046000	6.020419
5050000	6.092916
5051000	3.049149681
5056000	5.870148
5061000	6.465827
5062000	6.089756
5068000	5.836745
5071000	2.990675589
5072000	6.016065
5079000	5.991939
5080000	6.354879
5084000	3.884958
5087000	5.892207
5090000	6.100085
5094000	5.039817
5095000	5.679097
5097000	3.495449102
5099000	3.376645004
5105000	3.232631457
5112000	2.616442329
5113000	5.930983
5118000	5.846547
5119000	5.98546
5130000	5.645015
5135000	6.01636
5148000	7.914323
5149000	4.726447
5157000	5.846482
5158000	3.316144688
5161000	3.055609746
5167000	2.590428668
5171000	5.612514
5172000	4.173219
5175000	3.285655354
5186000	5.979598
5187000	5.484485
5194000	3.247345019
5205000	5.887774
5207000	3.676110928
5214000	2.548934574
5215000	2.56129978
5219000	5.847878
5220000	5.856335
5227000	6.637013
5238000	5.860275
5241000	3.524828371
5242000	5.955779
5244000	3.366389613
5249000	5.827005
5250000	5.871635
5252000	3.345069926
5256000	2.875315204
5257000	7.406962
5261000	5.966698
5266000	6.035948
5269000	2.541086208
5271000	3.179054288
5272000	6.93117
5282000	3.027915657
5283000	3.07062428
5284000	6.108315
5290000	5.757987
5299000	5.820812
5301000	3.340504
5302000	8.49928
5306000	6.444982
5313000	3.028223806
5317000	2.524348335
5320000	5.913872
5328000	5.775633
5329000	5.33988
5334000	2.739834
5337000	5.698068
5342000	4.828593
5348000	4.330647
5349000	4.821378
5357000	5.731961
5358000	4.723143
5364000	3.206371357
5370000	2.654282448
5372000	5.87685
5374000	5.049942
5385000	5.007656
5387000	4.690994
5389000	3.197122803
5390000	5.553225
5391000	5.775485
5398000	5.745733
5399000	6.076259
5400000	8.657182
5402000	3.080769806
5411000	5.788848
5414000	5.816402
5415000	7.106587
5417000	5.955065
5424000	2.612343354
5427000	4.775282
5436000	5.777864
5437000	7.53316
5440000	5.31614
5446000	5.300998
5452000	3.591232552
5454000	3.224171
5460000	5.759852
5462000	3.469239114
5464000	2.397776916
5468000	5.446266
5470000	3.392706736
5471000	2.44181096
5479000	2.387448565
5482000	5.936352
5486000	6.077367
5489000	8.615459
5490000	2.396271889
5493000	3.036097158
5502000	2.92347431
5505000	2.569573072
5506000	2.367320701
5507000	4.032444
5508000	4.098636
5509000	5.689679
5512000	5.623497
5513000	5.543822
5516000	5.340724
5518000	4.553039
5524000	5.441929
5527000	5.785616
5529000	2.802477056
5530000	6.163118
5531000	5.621676
5534000	3.629503523
5536000	2.990723755
5538000	6.098283
5539000	5.377702
5540000	5.432897
5542000	2.36257688
5544000	5.361621
5545000	2.390207327
5549000	6.047216
5550000	2.797625385
5551000	5.765812
5552000	3.619070495
5553000	2.353808538
5554000	5.636619
5556000	6.858386
5557000	6.263936566
5558000	3.525947759
5560000	5.918446
5561000	2.343260663
5562000	5.914084
5563000	6.273262785
5564000	2.294027523
5565000	5.710453
5568000	5.790954
5569000	5.594265
5570000	5.219549
5571000	3.099613397
5572000	2.552080952
5573000	2.378921208
5574000	2.984450929
5575000	6.076605
5579000	2.332629572
5580000	6.186557419
5581000	2.383504118
5582000	6.553532
5584000	4.20522
5585000	2.285324595
5586000	2.33265942
5587000	8.456139
5588000	5.454887
5589000	5.832518
5592000	2.671904693
5593000	5.621879
5594000	5.60905
5595000	2.967557101
5596000	2.354701172
5598000	5.710828
5599000	5.618944
5602000	2.582945017
5603000	2.808205068
5604000	2.284464192
5606000	2.934501252
5607000	7.430269
5611000	2.296950298
5612000	5.582382
5614000	5.974409
5626000	6.309375418
5631000	5.519541
5636000	6.181519351
5638000	6.252365363
5641000	6.324099782
5643000	5.459926
5644000	6.042823655
5648000	5.573531
5649000	4.65606
5650000	3.410467
5658000	5.435704
5659000	2.275537999
5660000	5.333829
5662000	4.962523
5665000	3.41209909
5666000	5.22934
5668000	6.188921633
5670000	3.501396558
5676000	6.187719337
5678000	2.561149484
5679000	6.107773706
5682000	5.475385
5683000	2.274769324
5686000	6.210692565
5687000	6.284383403
5689000	5.48842
5690000	4.483717
5699000	6.093223231
5703000	2.298701529
5704000	6.120332121
5705000	6.071089874
5707000	6.310493
5710000	5.448659
5711000	8.234403
5715000	5.330287
5716000	6.148221
5717000	3.983496
5724000	6.124254
5725000	5.204194
5726000	5.742662
5729000	5.950149859
5730000	4.628168
5731000	5.390384
5732000	5.221909
5733000	5.950797194
